,train,val,test
0,blgm6152x,blgm6251,blgm6307
1,blgm6305,blgm6179,blgm6125
2,blgm6153,blgm6027,blgm6204
3,blgm6116,blgm6361,BLGM3119
4,blgm6208,BLGM3124,BLGM3048
5,blgm6123,BLGM3074,BLGM3064
6,blgm6176,BLGM3082,BGLM3116
7,blgm6177,BLGM3005,BLGM3104
8,blgm6288,BLGM4011,BLGM4012
9,blgm6235,BLGM4023,BLGM4015
10,blgm6232,blgm4025xx,BLGM-4111
11,blgm6122,blgm4061xx,BLGM-4113
12,blgm6315,BLGM-4131,blgm4045xx
13,blgm6207,BLGM-4162,blgm4054xx
14,blgm6180,BLGM-4163,BLGM-4149
15,blgm6114,BLGM-4184,BLGM-4171
16,blgm6237,BLGM-4193,BLGM4173-1
17,BLGM6111,BLGM-4218,BLGM5013-14
18,blgm6310,BLGM-4225,BLGM5030
19,blgm6316,BLGM5077-3,BLGM5032
20,BLGM3125,BLGM5008-2,BLGM5059-2
21,BLGM3131,BLGM5019,BLGM1428
22,BLGM3134,BLGM5027-9,BLGM-2503
23,BLGM3138,BLGM5089,BLGM1025
24,BLGM3142,BLGM5049-2,BLGM2161
25,BLGM3058,BLGM1535,BLGM2513
26,BLGM3060,BLGM1731,BLGM-1534A
27,BLGM3061,BLGM2176,BLGM-1065A
28,BLGM3045,BLGM1396,BLGM1721
29,BLGM3046,BLGM1417,BLGM1449
30,BLGM3047,BLGM1368,BLGM1667
31,BLGM3049,BLGM2187B,BLGM2124
32,BLGM3063,BLGM1383,BLGM2196
33,BLGM3148,BLGM1554,BLGM-2515
34,BLGM3051,BLGM2022,BLGM2224
35,BLGM3052,BLGM1464,BLGM1562
36,BLGM3065,BLGM1422,BLGM-2108
37,BLGM3113,BLGM1386,BLGM-1750A
38,BGLM3114,BLGM1107,BLGM-1781
39,BLGM3054,blgm2219,BLGM1411
40,BLGM3056,BLGM-2063,BLGM1312A
41,BLGM3067,BLGM1674,blgm2220
42,BLGM3069,BLGM-1939,BLGM1408
43,BLGM3008,BLGM-1886,blgm2232
44,BLGM3070,BLGM-1758,BGLM1009
45,BLGM3158,BLGM1447,BLGM-2243 (2)
46,BLGM3013,BLGM-1613,BLGM1424
47,BLGM3076,BLGM-2073,BLGM1129
48,BLGM3170,BLGM1351,BLGM-1870
49,BLGM3010,BLGM1611,BLGM1547
50,BLGM3015,BLGM2273,BLGM2258
51,BLGM3016,BLGM1594,BLGM1135
52,BLGM3080,BLGM-2282,BLGM-1823
53,BLGM3167,BLGM2287,BLGM1353
54,BLGM3018,BLGM1601,BGLM1012
55,BLGM3081,BLGM1549,BLGM1145
56,BLGM3019,BLGM1457,BLGM1507
57,BLGM3084,BLGM-1817,BLGM1460
58,BLGM3020,BLGM1714,BLGM-1991A
59,BLGM3085,BLGM1519,BLGM2292
60,BLGM3022,BLGM2542,BLGM2295
61,BLGM3087,BLGM1190,BLGM-2094
