,train,val,test
0,blgm6152x,blgm6153,blgm6176
1,blgm6305,blgm6207,blgm6027
2,blgm6251,blgm6180,blgm6237
3,blgm6116,BLGM3125,BLGM3124
4,blgm6208,BLGM3058,BLGM3138
5,blgm6123,BLGM3063,BLGM3142
6,blgm6177,BLGM3069,BLGM3061
7,blgm6307,BGLM3111,BLGM3047
8,blgm6288,BLGM4012,BLGM3065
9,blgm6125,BLGM4013,BLGM3158
10,blgm6235,BLGM4017,BLGM3015
11,blgm6204,BLGM4022,BLGM3087
12,blgm6232,blgm4049xx,BLGM3097
13,blgm6179,blgm4053xx,BLGM3172
14,blgm6122,BLGM-4193,BGLM3115
15,blgm6315,BLGM5037,BLGM3104
16,blgm6114,BLGM5049-2,BLGM4007
17,BLGM6111,BLGM5052,blgm4025xx
18,blgm6310,BLGM5091,blgm4027xx
19,blgm6316,blgm2155,BLGM-4127
20,blgm6361,BLGM1029,BLGM-4179
21,BLGM3119,BLGM1673,blgm4064XX
22,BLGM3131,BLGM2168,BLGM-4189
23,BLGM3134,BLGM1366,BLGM5020
24,BLGM3060,BLGM1051,BLGM5027-9
25,BLGM3045,BLGM1078,BLGM5032
26,BLGM3046,BLGM1559,BLGM5038
27,BLGM3048,BLGM1389,BLGM5050
28,BLGM3049,BLGM1092,BLGM1025
29,BLGM3148,BLGM-1903A,BLGM1720A
30,BLGM3051,BLGM2237,BLGM2161
31,BLGM3064,BLGM1702,BLGM1731
32,BLGM3052,BLGM2250,BLGM1462
33,BLGM3113,BLGM-1613,BLGM1455
34,BGLM3114,BLGM-1482,BLGM1058
35,BLGM3054,BLGM1217,BLGM-1534A
36,BLGM3056,BLGM1709,BLGM-2505
37,BLGM3067,BLGM1593,BLGM1071
38,BLGM3008,BLGM1351,BLGM1368
39,BLGM3070,BLGM1137,BLGM1077
40,BLGM3074,BLGM1476,BLGM1091
41,BLGM3013,BLGM-2003,BLGM2224
42,BLGM3076,BLGM1696,BLGM1604
43,BLGM3170,BLGM2279,BLGM-2108
44,BLGM3010,BLGM-1360A,BLGM-2085
45,BLGM3016,BLGM1162,BLGM1111
46,BLGM3080,BLGM1169,BLGM-1655A
47,BLGM3167,BLGM1627,BLGM2013
48,BGLM3116,blgm2309,BLGM1121
49,BLGM3018,BLGM1635,BLGM1131
50,BLGM3081,BLGM1180,BLGM1278
51,BLGM3082,BLGM1542,BLGM1494
52,BLGM3019,BLGM2542,BLGM2534
53,BLGM3084,BLGM-1734,BLGM-1887
54,BLGM3020,BLGM-1690,BLGM2263
55,BLGM3085,BLGM1185,BLGM1353
56,BLGM3022,BLGM-2136C,BLGM2283mark
57,BLGM3025,BLGM1308,BLGM1433
58,BLGM3090,BLGM1327,BLGM1483
59,BLGM3091,BLGM1509,BLGM1639
60,BLGM3092,BLGM-1788,BLGM-2293
61,BLGM3003,BLGM-1935,BLGM1165
62,BLGM3005,BLGM-1962,BLGM1556
63,BLGM3006,BLGM-2393,BLGM1459
64,BLGM3028,BLGM1469,BLGM-2094
65,BLGM3095,BLGM-2399,BLGM2300
66,BLGM3096,BLGM1524,BLGM2025
67,BLGM3032,BLGM2402,BLGM1178
68,BLGM3033,BGLM1016,BLGM-2144
69,BLGM3034,BLGM-2406,BLGM1590
70,BLGM3035,BLGM1545,BLGM1501
71,BLGM3099,BLGM1331,BLGM2062
72,BGLM3101,BLGM-1602,BLGM2342
73,BGLM3105,BLGM1596,BLGM-2348
74,BGLM3107,BLGM1330,BLGM2358
75,BLGM3040,BLGM1652,BLGM1223
76,BLGM3044,BLGM1682,BLGM-1967A
77,BGLM3109,BLGM1738,BLGM1324
78,BLGM4001,BLGM-2429,BLGM1544
79,BLGM4003,BLGM46 ,BLGM1732
80,BLGM4005,BLGM213 ,BLGM1316
81,BLGM4010,BLGM204 ,BLGM1678
82,BLGM4011,BLGM37 ,BLGM1421
83,BLGM4014,BLGM92 ,BLGM1262
84,BLGM4015,BLGM218 ,BLGM1646
85,BLGM4016,BLGM143 ,BLGM203 
86,BLGM4018,BLGM148 ,BLGM138 
87,BLGM4021,BLGM51 ,BLGM15
88,BLGM4023,BLGM280 ,BLGM279 
89,BLGM-4110-1,BLGM95 ,BLGM114 
90,blgm4028xx,BLGM137 ,BLGM157 
91,blgm4029xx,BLGM269 ,BLGM310 
92,blgm4030xx,BLGM193 ,BLGM175 
93,blgm4032xx,BLGM189 ,BLGM252 
94,blgm4033xx,BLGM188 ,BLGM140 
95,blgm4034xx,BLGM165,BLGM226 
96,BLGM-4111,BLGM240 ,BLGM180 
97,blgm4037xx,BLGM278 ,blgm6154x
98,blgm4038xx,blgm6048,blgm6393
99,blgm4039xx,blgm6170,blgm6195
100,BLGM-4113,blgm6202,blgm6012-1
101,BLGM-4114,blgm6004,blgm6085
102,blgm4040xx,blgm6069,blgm6099
103,blgm4041xx,BLGM6059,blgm6016
104,blgm4045xx,blgm6189,blgm6338
105,blgm4048xx,blgm6382,blgm6038d
106,blgm4050xx,blgm6404,blgm6186
107,blgm4051xx,blgm6352,blgm6227
108,blgm4052xx,blgm6447,blgm6347
109,blgm4054xx,,
110,BLGM4116-1a,,
111,blgm4057xx,,
112,blgm4058xx,,
113,BLGM-4122,,
114,BLGM-4123,,
115,blgm4061xx,,
116,BLGM4130,,
117,BLGM-4131,,
118,BLGM4136,,
119,BLGM-4137,,
120,BLGM4140-1,,
121,BLGM4141,,
122,BLGM-4143,,
123,BLGM4146,,
124,BLGM-4149,,
125,BLGM-4161,,
126,BLGM-4162,,
127,BLGM-4163,,
128,BLGM4164-3,,
129,BLGM-4171,,
130,BLGM4173-1,,
131,blgm4063XX,,
132,BLGM-4184,,
133,BLGM-4191,,
134,BLGM-4196,,
135,BLGM-4198,,
136,BLGM-4203-2,,
137,BLGM-4204,,
138,BLGM-4206,,
139,BLGM-4207,,
140,BLGM-4209,,
141,BLGM4215,,
142,BLGM04217,,
143,BLGM-4218,,
144,BLGM4219-3,,
145,BLGM-4223-1,,
146,BLGM4224-2,,
147,BLGM-4225,,
148,blgm4066xx,,
149,BLGM4244,,
150,BLGM5001,,
151,BLGM5077-3,,
152,BLGM5004,,
153,BLGM5007,,
154,BLGM5008-2,,
155,BLGM5011,,
156,BLGM5013-14,,
157,BLGM5018-2,,
158,BLGM5019,,
159,BLGM5021,,
160,BLGM5026,,
161,BLGM5028-2,,
162,BLGM5083,,
163,BLGM5030,,
164,BLGM5031,,
165,BLGM5034,,
166,BLGM5089,,
167,BLGM5036,,
168,BLGM5042,,
169,BLGM5044-3,,
170,BLGM5051-1,,
171,BLGM5053,,
172,BLGM5058,,
173,BLGM5059-2,,
174,BLGM5062-8,,
175,BLGM5069-1,,
176,BLGM5072,,
177,BLGM1679,,
178,BLGM1428,,
179,BLGM1022,,
180,BLGM1328,,
181,BLGM1287,,
182,BLGM-2503,,
183,BLGM1615,,
184,BLGM-1866A,,
185,BLGM1695,,
186,BLGM1619,,
187,BLGM1574,,
188,BLGM-1798,,
189,BLGM1467,,
190,BLGM1027,,
191,BLGM1030,,
192,BLGM1438,,
193,BLGM1033,,
194,BLGM-1897,,
195,BLGM1037,,
196,BLGM1691,,
197,BLGM2159,,
198,BLGM1486,,
199,BLGM-1883A,,
200,BLGM1553,,
201,BLGM2513,,
202,BLGM1703,,
203,BLGM-1865B,,
204,BLGM1567,,
205,BLGM2167,,
206,BLGM1043,,
207,BLGM1352,,
208,BLGM-1990,,
209,BLGM1535,,
210,BLGM2169,,
