,train,val,test
0,blgm6152x,blgm6305,blgm6314
1,blgm6032,blgm6208,blgm6307
2,blgm6174,blgm6374,blgm6024
3,blgm6233,blgm6122,blgm6204
4,blgm6234,blgm6114,blgm6207
5,blgm6028,BLGM3125,blgm6289
6,blgm6124,BLGM3058,blgm6310
7,blgm6033,BLGM3062,BLGM3148
8,blgm6175,BLGM3046,BLGM3069
9,blgm6215,BLGM3051,BLGM3010
10,blgm6241,BLGM3068,BLGM3088
11,blgm6153,BLGM3072,BLGM3030
12,blgm6216,BLGM3158,BLGM3041
13,BLGM6109,BLGM3170,BLGM4002
14,blgm6251,BGLM3116,BLGM4103
15,blgm6116,BLGM3090,BLGM4011
16,blgm6034,BLGM3092,BLGM4012
17,blgm6298,BLGM3006,BLGM4023
18,blgm6123,BLGM4005,blgm4037xx
19,blgm6176,BLGM4018,blgm4038xx
20,blgm6290,blgm4027xx,BLGM-4131
21,blgm6213,blgm4033xx,BLGM-4151
22,blgm6217,blgm4042xx,BLGM4188
23,blgm6240,blgm4057xx,BLGM4194-2
24,blgm6029,BLGM-4189,BLGM-4198
25,blgm6244,BLGM-4196,BLGM-4204
26,blgm6177,blgm4066xx,BLGM-4206
27,blgm6043d,BLGM5077-3,BLGM4219-3
28,blgm6031,BLGM5007,BLGM5005-2
29,blgm6288,BLGM5018-2,BLGM5020
30,blgm6245,BLGM5083,BLGM5021
31,blgm6106,BLGM5089,BLGM5028-2
32,blgm6358,BLGM5053,BLGM5034
33,blgm6039c,BLGM5062-8,BLGM5058
34,blgm6178,BLGM5091,BLGM5059-2
35,blgm6112,BLGM1022,BLGM5072
36,blgm6125,BLGM1723,BLGM1679
37,blgm6235,BLGM1711,BLGM1428
38,blgm6042b,BLGM1280,BLGM-2503
39,blgm6232,BLGM1043,BLGM1619
40,blgm6179,BLGM-1952,BLGM1029
41,blgm6309,BLGM1366,BLGM-1865B
42,blgm6107,BLGM-1861,BLGM-1925
43,blgm6238,BLGM-2505,BLGM1047
44,blgm6027,BLGM2187B,BLGM1563
45,blgm6315,BLGM1077,BLGM-2508
46,blgm6110,BLGM1667,BLGM1498
47,blgm6113,BLGM1480,BLGM-1790
48,blgm6363,BLGM2384,BLGM1417
49,blgm6362,BLGM1422,BLGM2185
50,blgm6231,BLGM1100,BLGM1071
51,blgm6180,BLGM1382,BLGM1368
52,blgm6242,BLGM1386,BLGM2048
53,blgm6236,BLGM2213,BLGM2044
54,blgm6246,BLGM-2085,BLGM1693
55,blgm6376,BLGM-1969,BLGM2055
56,blgm6045b,BLGM1694,BLGM-1441A
57,blgm6237,BLGM1347,BLGM1402
58,BLGM6111,blgm2219,BLGM1554
59,blgm6316,BLGM1367,BLGM1676
60,blgm6361,BLGM1618,BLGM-2519
61,blgm6375,BLGM1112,BLGM1579
62,BLGM3119,BLGM1285,BLGM2208
63,BLGM3123,BLGM1302,BLGM1312A
64,BLGM3124,BLGM1659,BLGM1742
65,BLGM3131,blgm2230,BLGM1307
66,BLGM3134,BLGM2239,BLGM1523
67,BLGM3138,BLGM1398,BLGM1408
68,BLGM3142,BLGM-2526,BLGM1564
69,BLGM3060,BLGM-2527,BLGM-1886
70,BLGM3061,BLGM2246,BLGM1532
71,BLGM3045,BLGM-1908A,BLGM1010
72,BLGM3047,BLGM1689,BLGM1424
