,train,val,test
0,blgm6314,blgm6032,blgm6033
1,blgm6152x,blgm6153,blgm6039c
2,blgm6174,BLGM6109,blgm6178
3,blgm6233,blgm6034,blgm6107
4,blgm6234,blgm6235,blgm6315
5,blgm6028,blgm6207,blgm6376
6,blgm6305,blgm6110,BLGM3123
7,blgm6124,blgm6113,BLGM3138
8,blgm6175,blgm6362,BLGM3061
9,blgm6215,blgm6236,BLGM3045
10,blgm6241,blgm6246,BLGM3156
11,blgm6216,blgm6114,BLGM3016
12,blgm6251,BLGM3113,BLGM3080
13,blgm6116,BLGM3068,BLGM3020
14,blgm6208,BLGM3158,BLGM3033
15,blgm6298,BLGM3076,BLGM3034
16,blgm6123,BLGM3082,BLGM4016
17,blgm6176,BLGM3090,blgm4025xx
18,blgm6290,BLGM3030,blgm4037xx
19,blgm6213,BGLM3102,BLGM-4170
20,blgm6217,BLGM4105,BLGM-4178
21,blgm6240,BLGM4007,BLGM-4179
22,blgm6029,BLGM4009,BLGM-4201
23,blgm6244,BLGM4010,BLGM4215
24,blgm6177,blgm4058xx,blgm4065XX
25,blgm6307,blgm4061xx,BLGM-4225
26,blgm6043d,BLGM-4127,BLGM-4232
27,blgm6031,BLGM-4133,BLGM5077-3
28,blgm6288,BLGM-4137,BLGM5026
29,blgm6245,BLGM4141,BLGM1615
30,blgm6106,BLGM4153,BLGM1574
31,blgm6024,blgm4063XX,BLGM2156
32,blgm6358,BLGM-4184,BLGM1703
33,blgm6112,BLGM5020,BLGM2167
34,blgm6125,BLGM5031,BLGM1456
35,blgm6042b,BLGM5063,BLGM1047
36,blgm6204,BLGM5091,BLGM1056
37,blgm6232,BLGM1287,BLGM-1534A
38,blgm6179,BLGM-2503,BLGM1451
39,blgm6309,BLGM1619,BLGM-1065A
40,blgm6238,BLGM1467,BLGM1425
41,blgm6374,BLGM1486,BLGM2048
42,blgm6122,BLGM1553,BLGM1650
43,blgm6027,BLGM-1865B,BLGM2191
44,blgm6289,BLGM-1951,BLGM2044
45,blgm6363,BLGM-1990,BLGM1641
46,blgm6231,BLGM1530,BLGM2124
47,blgm6180,BLGM1417,BLGM1078
48,blgm6242,BLGM-2512,BLGM1402
49,blgm6045b,BLGM1474,BLGM1740
50,blgm6237,BLGM1724,BLGM-2099
51,BLGM6111,BLGM-2515,BLGM1086
52,blgm6310,BLGM1085,BLGM1538
53,blgm6316,BLGM1676,BLGM1554
54,blgm6361,BLGM2384,BLGM1374
55,blgm6375,BLGM-1862,BLGM1389
56,BLGM3119,BLGM2224,BLGM1562
57,BLGM3124,blgm2404,BLGM2203
58,BLGM3125,BGLM1018,BLGM-1850
59,BLGM3131,BLGM1475,BLGM2208
60,BLGM3134,BLGM1312A,BLGM-1770A
61,BLGM3142,BLGM2223,BLGM1103
62,BLGM3058,BLGM1367,BLGM-2085
63,BLGM3060,BLGM1630,BLGM-1756
64,BLGM3062,BLGM1408,blgm2226
65,BLGM3046,BLGM2524,BLGM1285
66,BLGM3047,BLGM1450,BLGM1302
67,BLGM3048,BLGM1539,blgm2230
68,BLGM3049,BLGM1702,BLGM2013
69,BLGM3063,BLGM1297,BLGM1680
70,BLGM3148,BLGM-2526,BLGM-2501
71,BLGM3051,BLGM1444,BLGM-1955
72,BLGM3064,blgm2252,BGLM1009
73,BLGM3052,BLGM-1613,BLGM1391
74,BLGM3065,BLGM-1857,BLGM1126
75,BGLM3114,BLGM2260,BLGM2529
76,BLGM3054,BLGM-1887,BLGM-1482
77,BLGM3055,BLGM-1497,BLGM1332
78,BLGM3056,BLGM1722,BLGM1137
79,BLGM3067,BLGM1353,BLGM-2261
80,BLGM3069,BLGM1460,BLGM1531
81,BLGM3008,BLGM2536,BLGM2266
82,BLGM3009,BLGM1575,BLGM1156
83,BLGM3070,BLGM-2293,BLGM1160
84,BLGM3072,BLGM-2538,BLGM1397
85,BLGM3074,BLGM1165,BLGM1714
86,BLGM3013,BLGM2300,BLGM1178
87,BLGM3078,BLGM1508,BLGM1339
88,BLGM3170,BLGM2305,BLGM1369
89,BLGM3010,BLGM2025,BLGM2062
90,BLGM3015,BLGM1698,BLGM1516
91,BLGM3167,BLGM2315,BLGM1308
92,BGLM3116,BLGM-1860A,BLGM-1743
93,BLGM3018,BLGM1573,BLGM1359
94,BLGM3081,BLGM2319,BLGM1684
