,train,val,test
0,blgm6152x,blgm6305,blgm6307
1,blgm6153,blgm6179,blgm6207
2,blgm6251,BLGM3142,BLGM6111
3,blgm6116,BLGM3058,BLGM3138
4,blgm6208,BLGM3060,BLGM3061
5,blgm6123,BLGM3113,BLGM3046
6,blgm6176,BLGM3013,BLGM3047
7,blgm6177,BLGM3091,BLGM3070
8,blgm6288,BLGM3095,BLGM3074
9,blgm6125,BGLM3115,BLGM3080
10,blgm6235,BLGM3035,BGLM3116
11,blgm6204,blgm4032xx,BLGM3081
12,blgm6232,BLGM-4114,BLGM3087
13,blgm6122,BLGM-4143,BLGM3092
14,blgm6027,BLGM4164-3,BLGM3003
15,blgm6315,BLGM-4198,BLGM3032
16,blgm6180,BLGM-4206,BLGM4016
17,blgm6114,BLGM-4218,BLGM-4110-1
18,blgm6237,blgm4066xx,blgm4049xx
19,blgm6310,BLGM5020,BLGM4116-1a
20,blgm6316,BLGM1679,BLGM4215
21,blgm6361,BLGM1615,BLGM5011
22,BLGM3119,BLGM1574,BLGM5036
23,BLGM3124,BLGM1025,BLGM5037
24,BLGM3125,BLGM1720A,BLGM5049-2
25,BLGM3131,BLGM2161,BLGM5050
26,BLGM3134,BLGM-1865B,BLGM5053
27,BLGM3045,BLGM-1065A,BLGM1328
28,BLGM3048,BLGM1425,BLGM-1883A
29,BLGM3049,BLGM1449,BLGM1352
30,BLGM3063,BLGM2187B,BLGM1605
31,BLGM3148,BLGM-1912,BLGM1417
32,BLGM3051,BLGM1708,BLGM1641
33,BLGM3064,BLGM1725,BLGM-2151
34,BLGM3052,BLGM1676,BLGM1568
35,BLGM3065,BLGM1092,BLGM-2516
36,BGLM3114,BLGM1096,BLGM1554
37,BLGM3054,BLGM1098,BLGM1434
38,BLGM3056,BLGM-2108,BLGM2018
39,BLGM3067,BGLM1020,BLGM1672
40,BLGM3069,BLGM-1756,BLGM2223
41,BLGM3008,blgm2219,BLGM-2063
42,BLGM3158,BLGM1111,BLGM1674
43,BLGM3076,BLGM1408,blgm2232
44,BLGM3170,BLGM1564,BLGM1336
45,BLGM3010,BLGM1450,BLGM-1939
46,BLGM3015,BLGM1680,BLGM-1758
47,BLGM3016,BLGM-1955,BLGM-2073
48,BLGM3167,blgm2238,BLGM1351
49,BLGM3018,BLGM-1886,BLGM1494
50,BLGM3082,BLGM-2248,BLGM1137
51,BLGM3019,blgm2252,BLGM1583
52,BLGM3084,BLGM-1870,BLGM1566
53,BLGM3020,BLGM1547,BLGM1313
54,BLGM3085,BLGM-1900,BLGM1517
55,BLGM3022,BLGM2535,BLGM1601
56,BLGM3025,BLGM1594,blgm2297
57,BLGM3090,BLGM-2112,BLGM1683
58,BLGM3005,BLGM-1360A,BLGM1178
59,BLGM3006,BLGM1160,BLGM1180
60,BLGM3028,BLGM2295,BLGM-1690
61,BLGM3096,BLGM1167,BLGM1719
62,BLGM3097,BLGM1590,BLGM1443
63,BLGM3172,BLGM-1192B,BLGM-1836
64,BLGM3033,BLGM2334,BLGM1305
65,BLGM3034,BLGM1521,BLGM1662A
66,BLGM3099,BLGM1439,BLGM1215
67,BGLM3101,BLGM1705,BLGM1684
68,BLGM3104,BLGM-1827,BLGM1622
69,BGLM3105,BLGM-1954,BLGM1233
70,BGLM3107,BLGM1327,BLGM2026
71,BLGM3040,BLGM1509,BLGM2370
72,BLGM3044,BLGM1606,BLGM1688
73,BGLM3109,BLGM-1854,BLGM-2558
74,BGLM3111,BLGM1572,BLGM2387
75,BLGM4001,BLGM1357,BLGM1238
76,BLGM4003,blgm2383,BGLM1014
77,BLGM4005,BLGM-2393,BLGM1363
78,BLGM4007,BGLM1016,BLGM1524
79,BLGM4010,BLGM1320,BGLM1019
80,BLGM4011,BLGM1496,BLGM1334
81,BLGM4012,BLGM1608,BLGM1631
82,BLGM4013,blgm2414,BLGM-2413
83,BLGM4014,BLGM1652,BLGM2421
84,BLGM4015,BLGM-2090,BLGM1341
85,BLGM4017,BLGM44 ,BLGM2426
86,BLGM4018,BLGM203 ,BLGM1261
87,BLGM4021,BLGM212 ,BLGM-1800
88,BLGM4022,BLGM15,BLGM1269
89,BLGM4023,BLGM24,BLGM46 
90,blgm4025xx,BLGM111 ,BLGM157 
91,blgm4027xx,BLGM303 ,BLGM241 
92,blgm4028xx,BLGM223 ,BLGM86 
93,blgm4029xx,BLGM186 ,BLGM145 
94,blgm4030xx,BLGM251B,BLGM172 
95,blgm4033xx,BLGM252 ,blgm6048
96,blgm4034xx,BLGM256 ,blgm6009-1
97,BLGM-4111,BLGM150 ,blgm6387
98,blgm4037xx,BLGM301 ,BLGM6141
99,blgm4038xx,BLGM227 ,blgm6167
100,blgm4039xx,blgm6156x,blgm6085
101,BLGM-4113,blgm6394,blgm6016
102,blgm4040xx,blgm6317,blgm6132
103,blgm4041xx,blgm6431,blgm6320
104,blgm4045xx,blgm6227,BLGM6262
105,blgm4048xx,blgm6331,blgm6346
106,blgm4050xx,blgm6330,blgm6344
107,blgm4051xx,blgm6368,blgm6278
108,blgm4052xx,blgm6369,blgm6075
109,blgm4053xx,,
110,blgm4054xx,,
111,blgm4057xx,,
112,blgm4058xx,,
113,BLGM-4122,,
114,BLGM-4123,,
115,blgm4061xx,,
116,BLGM-4127,,
117,BLGM4130,,
118,BLGM-4131,,
119,BLGM4136,,
120,BLGM-4137,,
121,BLGM4140-1,,
122,BLGM4141,,
123,BLGM4146,,
124,BLGM-4149,,
125,BLGM-4161,,
126,BLGM-4162,,
127,BLGM-4163,,
128,BLGM-4171,,
129,BLGM4173-1,,
130,BLGM-4179,,
131,blgm4063XX,,
132,BLGM-4184,,
133,blgm4064XX,,
134,BLGM-4189,,
135,BLGM-4191,,
136,BLGM-4193,,
137,BLGM-4196,,
138,BLGM-4203-2,,
139,BLGM-4204,,
140,BLGM-4207,,
141,BLGM-4209,,
142,BLGM04217,,
143,BLGM4219-3,,
144,BLGM-4223-1,,
145,BLGM4224-2,,
146,BLGM-4225,,
147,BLGM4244,,
148,BLGM5001,,
149,BLGM5077-3,,
150,BLGM5004,,
151,BLGM5007,,
152,BLGM5008-2,,
153,BLGM5013-14,,
154,BLGM5018-2,,
155,BLGM5019,,
156,BLGM5021,,
157,BLGM5026,,
158,BLGM5027-9,,
159,BLGM5028-2,,
160,BLGM5083,,
161,BLGM5030,,
162,BLGM5031,,
163,BLGM5032,,
164,BLGM5034,,
165,BLGM5089,,
166,BLGM5038,,
167,BLGM5042,,
168,BLGM5044-3,,
169,BLGM5051-1,,
170,BLGM5052,,
171,BLGM5058,,
172,BLGM5059-2,,
173,BLGM5062-8,,
174,BLGM5069-1,,
175,BLGM5091,,
176,BLGM5072,,
177,BLGM1428,,
178,BLGM1022,,
179,BLGM1287,,
180,BLGM-2503,,
181,blgm2155,,
182,BLGM-1866A,,
183,BLGM1695,,
184,BLGM1619,,
185,BLGM-1798,,
186,BLGM1467,,
187,BLGM1027,,
188,BLGM1029,,
189,BLGM1030,,
190,BLGM1438,,
191,BLGM1033,,
192,BLGM-1897,,
193,BLGM1037,,
194,BLGM1691,,
195,BLGM2159,,
196,BLGM1673,,
197,BLGM1486,,
198,BLGM1553,,
199,BLGM2513,,
200,BLGM1703,,
201,BLGM1567,,
202,BLGM2167,,
203,BLGM1043,,
204,BLGM2168,,
205,BLGM-1990,,
206,BLGM1366,,
207,BLGM1535,,
208,BLGM2169,,
209,BLGM1047,,
210,BLGM-2170,,
211,BLGM1731,,
212,blgm2172x,,
213,BLGM1048,,
214,BLGM1051,,
215,BLGM1462,,
216,blgm2173,,
217,BLGM1455,,
218,BLGM1056,,
219,BLGM1058,,
220,BLGM-1534A,,
221,BLGM-2134,,
222,BLGM-2505,,
223,BLGM1062,,
224,BLGM2174,,
225,BLGM2176,,
226,BLGM-1778A,,
227,BLGM-1901,,
228,BLGM-1582,,
229,BLGM1451,,
230,BLGM-2149,,
231,BLGM-2154,,
232,BLGM1563,,
233,BLGM1396,,
234,BLGM-2178,,
235,BLGM-1790,,
236,BLGM1721,,
237,BLGM2182,,
238,BLGM2185,,
239,BLGM1068,,
240,BLGM1071,,
241,BLGM1692,,
242,BLGM-1885A,,
243,BLGM1368,,
244,BLGM1650,,
245,blgm2190,,
246,BLGM2191,,
247,BLGM-1988,,
248,BLGM2044,,
249,BLGM1077,,
250,BLGM1667,,
251,BLGM2193,,
252,BLGM1693,,
253,BLGM1741,,
254,BLGM1415,,
255,BLGM2055,,
256,BLGM2124,,
257,BLGM1078,,
258,BLGM-1441A,,
259,BLGM-2512,,
260,BLGM1577,,
261,BLGM1474,,
262,BLGM1383,,
263,BLGM1333,,
264,BLGM-2514,,
265,BLGM1480,,
266,BLGM2196,,
267,BLGM1724,,
268,BLGM-2515,,
269,BLGM1559,,
270,blgm2197,,
271,BLGM1085,,
272,BLGM2199,,
273,BLGM1086,,
274,BLGM1089,,
275,BLGM1091,,
276,BLGM1374,,
277,BLGM2384,,
278,BLGM1715,,
279,BLGM-1920,,
280,BLGM2022,,
281,BLGM1464,,
282,BLGM1389,,
283,BLGM1735,,
284,BLGM1279,,
285,BLGM1094,,
286,BLGM2224,,
287,BLGM1562,,
288,BLGM1422,,
289,BLGM-1850,,
290,BLGM1604,,
291,BLGM-2519,,
292,BLGM-2520A,,
293,blgm2205,,
294,BLGM1633,,
295,BLGM1477,,
296,BLGM-1770A,,
297,BLGM-1750A,,
298,BLGM-1781,,
299,BLGM1461,,
300,BLGM1306,,
301,BGLM1018,,
302,BLGM1386,,
303,BLGM1475,,
304,BLGM2213,,
305,BLGM1636,,
306,BLGM1558,,
307,BLGM-2085,,
308,BLGM1105,,
309,BLGM1411,,
310,BLGM1107,,
311,BLGM1312A,,
312,BLGM1465,,
313,BLGM1442,,
314,BLGM1694,,
315,BLGM1742,,
316,BLGM1108,,
