,train,val,test
0,blgm6314,blgm6233,blgm6174
1,blgm6152x,blgm6028,blgm6033
2,blgm6032,blgm6124,blgm6217
3,blgm6234,blgm6175,blgm6288
4,blgm6305,blgm6153,blgm6039c
5,blgm6215,blgm6123,blgm6180
6,blgm6241,blgm6207,blgm6045b
7,blgm6216,BLGM3123,blgm6361
8,BLGM6109,BLGM3124,BLGM3134
9,blgm6251,BLGM3051,BLGM3046
10,blgm6116,BLGM3052,BLGM3070
11,blgm6208,BLGM3078,BLGM3013
12,blgm6034,BLGM3080,BLGM3003
13,blgm6298,BLGM3167,BLGM3005
14,blgm6176,BGLM3115,BLGM3031
15,blgm6290,BGLM3105,BLGM3034
16,blgm6213,BLGM4103,BGLM3112
17,blgm6240,BLGM4012,BLGM4022
18,blgm6029,blgm4024xx,BLGM4023
19,blgm6244,BLGM4116-1a,blgm4058xx
20,blgm6177,BLGM4129,BLGM-4151
21,blgm6307,BLGM4146,BLGM-4171
22,blgm6043d,BLGM4169,BLGM-4192
23,blgm6031,BLGM-4179,BLGM-4225
24,blgm6245,BLGM-4191,BLGM5020
25,blgm6106,BLGM04217,BLGM5026
26,blgm6024,BLGM5005-2,BLGM5037
27,blgm6358,BLGM5021,BLGM5046
28,blgm6178,BLGM5030,BLGM5050
29,blgm6112,BLGM5089,BLGM5062-8
30,blgm6125,BLGM5040,BLGM-1798
31,blgm6235,BLGM5042,BLGM1466
32,blgm6042b,BLGM5052,BLGM1486
33,blgm6204,BLGM5057-1,BLGM2167
34,blgm6232,BLGM5060-2,BLGM2168
35,blgm6179,BLGM1328,BLGM1366
36,blgm6309,BLGM1281,BLGM1048
37,blgm6107,BLGM1346,BLGM-1778A
38,blgm6238,BLGM1029,BLGM-2154
39,blgm6374,BLGM-1883A,BLGM-1946A
40,blgm6122,BLGM-1951,BLGM1396
41,blgm6027,BLGM1043,BLGM1417
42,blgm6315,BLGM-1952,BLGM1068
43,blgm6289,BLGM-2141,BLGM2191
44,blgm6110,BLGM-1990,BLGM1077
45,blgm6113,blgm2173,BLGM1693
46,blgm6363,BLGM-2178,BLGM1402
47,blgm6362,BLGM1489,BLGM-2151
48,blgm6231,BLGM2185,BLGM1383
49,blgm6242,BLGM1692,BLGM1708
50,blgm6236,BLGM-1912,BLGM1559
51,blgm6246,BLGM1082,BLGM1279
52,blgm6376,BLGM1725,BLGM1739
53,blgm6114,BLGM1374,BLGM-2519
54,blgm6237,BLGM-2120,BLGM2208
55,BLGM6111,BLGM-1947A,BLGM-1770A
56,blgm6310,BLGM1094,BLGM1103
57,blgm6316,BLGM1633,BLGM2210
58,blgm6375,BLGM1382,BLGM1411
59,BLGM3119,BLGM1107,BLGM-2063
60,BLGM3125,BLGM1478,BLGM1539
61,BLGM3131,BLGM1742,BLGM-2501
62,BLGM3138,BLGM1347,BLGM-1906
63,BLGM3142,BLGM1630,BLGM-1758
64,BLGM3058,blgm2226,BLGM1512
65,BLGM3060,BLGM1112,BLGM1424
66,BLGM3061,BLGM-1655A,blgm2252
67,BLGM3045,BLGM2229,BLGM1278
68,BLGM3062,blgm2232,BLGM-2066
69,BLGM3047,BLGM1398,BLGM1332
70,BLGM3048,BLGM-2243 (2),BLGM1351
71,BLGM3049,BLGM1444,BLGM2258
72,BLGM3063,BLGM1689,BLGM1494
73,BLGM3148,blgm2254,BLGM1140
74,BLGM3064,BLGM1620,BLGM2266
75,BLGM3065,BLGM1137,BLGM1561
76,BLGM3113,BLGM-1900,BLGM-2278
77,BGLM3114,BLGM-2265,BLGM-2126
78,BLGM3054,BLGM1490,BLGM-2282
79,BLGM3055,BLGM1350,BLGM2287
80,BLGM3056,BLGM1463,BLGM-2094
81,BLGM3067,BLGM1499,BLGM2012
82,BLGM3068,BLGM1169,BLGM2028
83,BLGM3156,BLGM1180,BLGM1178
84,BLGM3069,BLGM2317mark,BLGM1453
85,BLGM3008,BLGM1369,BLGM1610
86,BLGM3009,BLGM1188,BLGM1516
87,BLGM3072,BLGM2334,BLGM1662A
88,BLGM3074,BLGM1521,BLGM-2348
89,BLGM3158,BLGM1552,BLGM1622
90,BLGM3076,BLGM2352,BLGM1304a
91,BLGM3170,BLGM2019,BLGM1233
92,BLGM3010,BLGM-2117,BLGM-1935
93,BLGM3015,BLGM1705,BLGM2374
94,BLGM3016,BLGM-2553,BLGM1666
95,BGLM3116,BLGM1707,BLGM1363
96,BLGM3018,BLGM-1782A,BLGM1591
97,BLGM3081,BLGM1578,BLGM1418
98,BLGM3082,BLGM2382,BLGM-2405
99,BLGM3019,BLGM1505,BLGM1496
100,BLGM3083,BLGM-2007,BLGM1345
101,BLGM3084,blgm2394,BLGM2420
102,BLGM3020,BGLM1015,BLGM-1602
103,BLGM3085,BLGM1254,BLGM2034
104,BLGM3021,BLGM1358,BLGM1269
105,BLGM3022,BLGM-2413,BLGM1288
106,BLGM3087,BLGM1314,BLGM90 
107,BLGM3025,BLGM2421,BLGM10
108,BLGM3088,BLGM1421,BLGM11
109,BLGM3090,BLGM2425,BLGM12
110,BLGM3091,BLGM1668,BLGM185 
111,BLGM3092,BLGM1664,BLGM15
112,BLGM3171,BLGM-2429,BLGM216 
113,BLGM3006,BLGM1595,BLGM117 
114,BLGM3028,BLGM43 ,BLGM148 
115,BLGM3095,BLGM222 ,BLGM170 
116,BLGM3096,BLGM128 ,BLGM248 
117,BLGM3097,BLGM7,BLGM112 
118,BLGM3029,BLGM144 ,BLGM56
119,BLGM3030,BLGM36,BLGM162 
120,BLGM3032,BLGM158 ,BLGM251B
121,BLGM3172,BLGM207 ,BLGM318 
122,BLGM3033,BLGM218 ,BLGM189 
123,BLGM3035,BLGM122 ,BLGM242 
124,BLGM3099,BLGM156 ,BLGM159 
125,BGLM3101,BLGM191 ,BLGM278 
126,BGLM3102,BLGM310 ,blgm6154x
127,BLGM3104,BLGM140 ,blgm6209
128,BGLM3107,BLGM235 ,blgm6170
129,BLGM3038,BLGM150 ,blgm6056
130,BLGM3039,BLGM103 ,blgm6020
